ID,City,Group_size,Age,TOM,BUMO,BUMO_Previous,MostFavourite,Gender,Age_Group_2,Occupation,Occupation_Group,Year,IncomeBand
393609,Hải Phòng,4.0,22.0,Other 1,Highlands Coffee,Unknown,Highlands Coffee,Male,20 - 24 y.o.,"Skilled Labor (tailor, machinist, carpenter, electrician)",Blue Collar,2018,From 9 millions to 11.99 millions VND
398241,Hải Phòng,4.0,42.0,Milano,Highlands Coffee,Unknown,Highlands Coffee,Female,40 - 44 y.o.,Broker/ Service provider with no employee,Self Employed - Small Business and Freelance,2018,From 7.5 millions to 8.99 millions VND
399827,Hà Nội,3.0,19.0,The Coffee House,Highlands Coffee,Unknown,Highlands Coffee,Female,16 - 19 y.o.,Pupil / Student,None Working,2018,Under 3 millions VND
404592,Hồ Chí Minh,3.0,32.0,Trung Nguyên,Highlands Coffee,Unknown,Highlands Coffee,Female,30 - 34 y.o.,Housewife,None Working,2018,From 3 millions to 4.49 millions VND
409396,Hồ Chí Minh,3.0,28.0,Starbucks,Highlands Coffee,Unknown,Highlands Coffee,Female,25 - 29 y.o.,"Semi-skilled labor (salesperson, waiter, photographer)",Blue Collar,2018,From 4.5 millions to 6.49 millions VND
413854,Hồ Chí Minh,4.0,26.0,Trung Nguyên,Highlands Coffee,Unknown,Highlands Coffee,Female,25 - 29 y.o.,Pupil / Student,None Working,2018,Under 3 millions VND
414540,Nha Trang,3.0,18.0,Other 1,Highlands Coffee,Unknown,Highlands Coffee,Female,16 - 19 y.o.,Pupil / Student,None Working,2018,Under 3 millions VND
418519,Đà Nẵng,3.0,30.0,Mộc Miên,Highlands Coffee,Unknown,Highlands Coffee,Female,30 - 34 y.o.,Officer - Staff level,White Collar,2018,From 7.5 millions to 8.99 millions VND
422598,Nha Trang,3.0,24.0,Milano,Highlands Coffee,Unknown,Highlands Coffee,Female,20 - 24 y.o.,Broker/ Service provider with no employee,Self Employed - Small Business and Freelance,2018,From 4.5 millions to 6.49 millions VND
432429,Hồ Chí Minh,5.0,37.0,Trung Nguyên,Highlands Coffee,Unknown,Highlands Coffee,Female,35 - 39 y.o.,Housewife,None Working,2018,From 4.5 millions to 6.49 millions VND
434300,Nha Trang,3.0,32.0,Milano,Highlands Coffee,Unknown,Highlands Coffee,Female,30 - 34 y.o.,Officer - Staff level,White Collar,2018,From 7.5 millions to 8.99 millions VND
439928,Nha Trang,6.0,28.0,Other 1,Highlands Coffee,Unknown,Highlands Coffee,Female,25 - 29 y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2018,From 6.5 millions to 7.49 millions VND
441945,Hồ Chí Minh,2.0,21.0,Other 1,Highlands Coffee,Unknown,Highlands Coffee,Female,20 - 24 y.o.,Pupil / Student,None Working,2018,From 4.5 millions to 6.49 millions VND
443590,Hải Phòng,5.0,21.0,Other 1,Highlands Coffee,Unknown,Highlands Coffee,Male,20 - 24 y.o.,Pupil / Student,None Working,2018,Under 3 millions VND
445926,Đà Nẵng,4.0,40.0,Other 1,Highlands Coffee,Unknown,Highlands Coffee,Female,40 - 44 y.o.,Housewife,None Working,2018,From 4.5 millions to 6.49 millions VND
446503,Đà Nẵng,4.0,31.0,Trung Nguyên,Highlands Coffee,Unknown,Highlands Coffee,Male,30 - 34 y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2018,From 7.5 millions to 8.99 millions VND
446822,Hải Phòng,5.0,28.0,Milano,Highlands Coffee,Unknown,Highlands Coffee,Female,25 - 29 y.o.,Broker/ Service provider with no employee,Self Employed - Small Business and Freelance,2018,From 15 millions to 19.99 millions VND
449430,Hồ Chí Minh,5.0,23.0,Phúc Long,Highlands Coffee,Unknown,Highlands Coffee,Male,20 - 24 y.o.,"Semi-skilled labor (salesperson, waiter, photographer)",Blue Collar,2018,From 7.5 millions to 8.99 millions VND
449622,Hồ Chí Minh,2.0,21.0,Phúc Long,Highlands Coffee,Unknown,Highlands Coffee,Female,20 - 24 y.o.,Housewife,None Working,2018,From 4.5 millions to 6.49 millions VND
450834,Hải Phòng,4.0,17.0,Other 1,Highlands Coffee,Unknown,Highlands Coffee,Male,16 - 19 y.o.,Pupil / Student,None Working,2018,Under 3 millions VND
451871,Hà Nội,6.0,33.0,Starbucks,Highlands Coffee,Unknown,Highlands Coffee,Male,30 - 34 y.o.,Broker/ Service provider with no employee,Self Employed - Small Business and Freelance,2018,From 7.5 millions to 8.99 millions VND
452378,Hồ Chí Minh,3.0,28.0,Street / Half street coffee (including carts),Highlands Coffee,Unknown,Highlands Coffee,Female,25 - 29 y.o.,Officer - Staff level,White Collar,2018,From 6.5 millions to 7.49 millions VND
454604,Nha Trang,4.0,23.0,Trung Nguyên,Highlands Coffee,Unknown,Highlands Coffee,Female,20 - 24 y.o.,Pupil / Student,None Working,2018,From 4.5 millions to 6.49 millions VND
456760,Hà Nội,5.0,28.0,Cộng Cà Phê,Highlands Coffee,Unknown,Highlands Coffee,Male,25 - 29 y.o.,Broker/ Service provider with no employee,Self Employed - Small Business and Freelance,2018,From 20 millions to 24.99 millions VND
459274,Hồ Chí Minh,1.0,25.0,Street / Half street coffee (including carts),Highlands Coffee,Unknown,Highlands Coffee,Female,25 - 29 y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2018,From 6.5 millions to 7.49 millions VND
459636,Hồ Chí Minh,4.0,20.0,Street / Half street coffee (including carts),Highlands Coffee,Unknown,Highlands Coffee,Male,20 - 24 y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2018,From 6.5 millions to 7.49 millions VND
460194,Hà Nội,3.0,56.0,Trung Nguyên,Highlands Coffee,Unknown,Highlands Coffee,Female,45+ y.o.,Housewife,None Working,2018,From 3 millions to 4.49 millions VND
751606,Hồ Chí Minh,3.0,50.0,Trung Nguyên,Highlands Coffee,Unknown,Highlands Coffee,Male,45+ y.o.,"Small Business (small shop owner, grocery store, etc.)",Self Employed - Small Business and Freelance,2019,From 9 millions to 11.99 millions VND
780577,Hồ Chí Minh,4.0,19.0,Street / Half street coffee (including carts),Highlands Coffee,Unknown,Highlands Coffee,Male,16 - 19 y.o.,Pupil / Student,None Working,2019,From 4.5 millions to 6.49 millions VND
783335,Hải Phòng,2.0,39.0,Other 1,Highlands Coffee,Unknown,Highlands Coffee,Female,35 - 39 y.o.,Freelance,Self Employed - Small Business and Freelance,2019,From 15 millions to 19.99 millions VND
790971,Hải Phòng,3.0,35.0,Mê Trang,Highlands Coffee,Unknown,Highlands Coffee,Female,35 - 39 y.o.,Officer - Staff level,White Collar,2019,From 4.5 millions to 6.49 millions VND
806053,Hồ Chí Minh,3.0,30.0,Trung Nguyên,Highlands Coffee,Unknown,Highlands Coffee,Male,30 - 34 y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2019,From 7.5 millions to 8.99 millions VND
808486,Đà Nẵng,4.0,20.0,Street / Half street coffee (including carts),Highlands Coffee,Unknown,Highlands Coffee,Male,20 - 24 y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2019,From 6.5 millions to 7.49 millions VND
816185,Hồ Chí Minh,3.0,18.0,Phúc Long,Highlands Coffee,Unknown,Highlands Coffee,Male,16 - 19 y.o.,Pupil / Student,None Working,2019,From 3 millions to 4.49 millions VND
817010,Hải Phòng,2.0,44.0,Trung Nguyên,Highlands Coffee,Unknown,Highlands Coffee,Male,40 - 44 y.o.,"Professional (doctor, engineer, architect, nursing staff, lawyer, researcher, etc.)",White Collar,2019,From 15 millions to 19.99 millions VND
823374,Đà Nẵng,4.0,25.0,The Coffee House,Highlands Coffee,Unknown,Highlands Coffee,Female,25 - 29 y.o.,Pupil / Student,None Working,2019,Under 3 millions VND
824207,Nha Trang,2.0,34.0,Phúc Long,Highlands Coffee,Unknown,Highlands Coffee,Male,30 - 34 y.o.,Officer - Middle Management,White Collar,2019,From 15 millions to 19.99 millions VND
825267,Hải Phòng,4.0,23.0,Other 1,Highlands Coffee,Unknown,Highlands Coffee,Female,20 - 24 y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2019,From 3 millions to 4.49 millions VND
827323,Hồ Chí Minh,2.0,35.0,Street / Half street coffee (including carts),Highlands Coffee,Unknown,Highlands Coffee,Female,35 - 39 y.o.,Officer - Staff level,White Collar,2019,From 7.5 millions to 8.99 millions VND
830390,Hải Phòng,4.0,43.0,Other 1,Highlands Coffee,Unknown,Highlands Coffee,Female,40 - 44 y.o.,Officer - Staff level,White Collar,2019,From 6.5 millions to 7.49 millions VND
838964,Đà Nẵng,2.0,32.0,Milano,Highlands Coffee,Unknown,Highlands Coffee,Female,30 - 34 y.o.,Officer - Middle Management,White Collar,2019,From 7.5 millions to 8.99 millions VND
359984,Hà Nội,6.0,23.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Female,20 - 24 y.o.,Pupil / Student,None Working,2018,From 7.5 millions to 8.99 millions VND
368241,Hà Nội,5.0,23.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Female,20 - 24 y.o.,Pupil / Student,None Working,2018,From 7.5 millions to 8.99 millions VND
368246,Hà Nội,5.0,24.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Female,20 - 24 y.o.,"Semi-skilled labor (salesperson, waiter, photographer)",Blue Collar,2018,From 7.5 millions to 8.99 millions VND
383556,Hồ Chí Minh,5.0,19.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Female,16 - 19 y.o.,Pupil / Student,None Working,2018,Under 3 millions VND
388340,Hải Phòng,5.0,26.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Female,25 - 29 y.o.,Officer - Staff level,White Collar,2018,From 3 millions to 4.49 millions VND
394279,Hải Phòng,6.0,37.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Female,35 - 39 y.o.,Officer - Staff level,White Collar,2018,From 6.5 millions to 7.49 millions VND
396866,Đà Nẵng,5.0,22.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Male,20 - 24 y.o.,"Semi-skilled labor (salesperson, waiter, photographer)",Blue Collar,2018,From 3 millions to 4.49 millions VND
396939,Hải Phòng,5.0,19.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Female,16 - 19 y.o.,Pupil / Student,None Working,2018,Under 3 millions VND
415202,Hải Phòng,5.0,24.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Male,20 - 24 y.o.,Broker/ Service provider with no employee,Self Employed - Small Business and Freelance,2018,From 7.5 millions to 8.99 millions VND
418941,Hải Phòng,5.0,20.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Male,20 - 24 y.o.,Pupil / Student,None Working,2018,Under 3 millions VND
433702,Hà Nội,5.0,32.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Female,30 - 34 y.o.,Broker/ Service provider with no employee,Self Employed - Small Business and Freelance,2018,From 6.5 millions to 7.49 millions VND
435383,Hải Phòng,6.0,22.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Male,20 - 24 y.o.,Pupil / Student,None Working,2018,Under 3 millions VND
438702,Hải Phòng,5.0,29.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Female,25 - 29 y.o.,"Semi-skilled labor (salesperson, waiter, photographer)",Blue Collar,2018,From 3 millions to 4.49 millions VND
439355,Hồ Chí Minh,5.0,34.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Female,30 - 34 y.o.,Officer - Staff level,White Collar,2018,From 6.5 millions to 7.49 millions VND
442099,Hải Phòng,6.0,21.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Male,20 - 24 y.o.,Pupil / Student,None Working,2018,Under 3 millions VND
443123,Hồ Chí Minh,1.0,23.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Male,20 - 24 y.o.,"Semi-skilled labor (salesperson, waiter, photographer)",Blue Collar,2018,From 4.5 millions to 6.49 millions VND
444110,Nha Trang,1.0,21.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Female,20 - 24 y.o.,Pupil / Student,None Working,2018,Under 3 millions VND
445327,Hải Phòng,5.0,31.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Female,30 - 34 y.o.,Lecturer / Teacher,White Collar,2018,From 4.5 millions to 6.49 millions VND
446343,Nha Trang,5.0,18.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Female,16 - 19 y.o.,Pupil / Student,None Working,2018,Under 3 millions VND
447685,Hồ Chí Minh,5.0,20.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Male,20 - 24 y.o.,Pupil / Student,None Working,2018,From 3 millions to 4.49 millions VND
447731,Nha Trang,5.0,20.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Female,20 - 24 y.o.,Pupil / Student,None Working,2018,From 4.5 millions to 6.49 millions VND
448896,Hà Nội,5.0,38.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Female,35 - 39 y.o.,Broker/ Service provider with no employee,Self Employed - Small Business and Freelance,2018,From 6.5 millions to 7.49 millions VND
449502,Hải Phòng,10.0,27.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Female,25 - 29 y.o.,Officer - Staff level,White Collar,2018,From 7.5 millions to 8.99 millions VND
449994,Hải Phòng,5.0,22.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Female,20 - 24 y.o.,Pupil / Student,None Working,2018,From 3 millions to 4.49 millions VND
450171,Hồ Chí Minh,1.0,32.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Female,30 - 34 y.o.,Housewife,None Working,2018,From 7.5 millions to 8.99 millions VND
451350,Nha Trang,5.0,27.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Male,25 - 29 y.o.,Housewife,None Working,2018,From 6.5 millions to 7.49 millions VND
451591,Hà Nội,5.0,33.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Female,30 - 34 y.o.,Broker/ Service provider with no employee,Self Employed - Small Business and Freelance,2018,From 7.5 millions to 8.99 millions VND
451750,Đà Nẵng,5.0,51.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Female,45+ y.o.,Broker/ Service provider with no employee,Self Employed - Small Business and Freelance,2018,From 12 millions to 14.99 millions VND
452625,Hà Nội,5.0,27.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Female,25 - 29 y.o.,Officer - Staff level,White Collar,2018,From 9 millions to 11.99 millions VND
453739,Hà Nội,6.0,38.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Female,35 - 39 y.o.,Officer - Staff level,White Collar,2018,From 12 millions to 14.99 millions VND
453950,Hồ Chí Minh,7.0,16.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Female,16 - 19 y.o.,Pupil / Student,None Working,2018,Under 3 millions VND
455259,Nha Trang,5.0,16.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Female,16 - 19 y.o.,Pupil / Student,None Working,2018,Under 3 millions VND
457214,Hà Nội,5.0,30.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Male,30 - 34 y.o.,Officer - Staff level,White Collar,2018,From 7.5 millions to 8.99 millions VND
457714,Hồ Chí Minh,1.0,36.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Female,35 - 39 y.o.,Officer - Staff level,White Collar,2018,From 9 millions to 11.99 millions VND
458782,Đà Nẵng,5.0,33.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Female,30 - 34 y.o.,Civil servant - Staff level,White Collar,2018,From 9 millions to 11.99 millions VND
460455,Đà Nẵng,6.0,16.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Male,16 - 19 y.o.,Pupil / Student,None Working,2018,Under 3 millions VND
730821,Hải Phòng,5.0,18.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Male,16 - 19 y.o.,Pupil / Student,None Working,2019,Under 3 millions VND
731932,Hà Nội,5.0,25.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Male,25 - 29 y.o.,"Skilled Labor (tailor, machinist, carpenter, electrician)",Blue Collar,2019,From 6.5 millions to 7.49 millions VND
732706,Hà Nội,5.0,32.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Male,30 - 34 y.o.,Officer - Staff level,White Collar,2019,From 9 millions to 11.99 millions VND
733754,Hồ Chí Minh,1.0,48.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Male,45+ y.o.,Freelance,Self Employed - Small Business and Freelance,2019,From 7.5 millions to 8.99 millions VND
734563,Hà Nội,5.0,34.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Male,30 - 34 y.o.,Officer - Staff level,White Collar,2019,From 7.5 millions to 8.99 millions VND
756062,Đà Nẵng,5.0,23.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Male,20 - 24 y.o.,Officer - Middle Management,White Collar,2019,From 20 millions to 24.99 millions VND
764618,Hải Phòng,5.0,41.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Female,40 - 44 y.o.,Freelance,Self Employed - Small Business and Freelance,2019,From 3 millions to 4.49 millions VND
770627,Hải Phòng,5.0,24.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Female,20 - 24 y.o.,Freelance,Self Employed - Small Business and Freelance,2019,From 4.5 millions to 6.49 millions VND
780377,Hà Nội,5.0,30.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Female,30 - 34 y.o.,"Professional (doctor, engineer, architect, nursing staff, lawyer, researcher, etc.)",White Collar,2019,From 9 millions to 11.99 millions VND
789371,Đà Nẵng,8.0,49.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Male,45+ y.o.,"Skilled Labor (tailor, machinist, carpenter, electrician)",Blue Collar,2019,From 6.5 millions to 7.49 millions VND
790010,Hải Phòng,5.0,20.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Female,20 - 24 y.o.,Pupil / Student,None Working,2019,Under 3 millions VND
790217,Hải Phòng,5.0,30.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Female,30 - 34 y.o.,Officer - Staff level,White Collar,2019,From 6.5 millions to 7.49 millions VND
790261,Hải Phòng,5.0,53.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Female,45+ y.o.,Officer - Middle Management,White Collar,2019,From 7.5 millions to 8.99 millions VND
791788,Hà Nội,5.0,23.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Female,20 - 24 y.o.,"Professional (doctor, engineer, architect, nursing staff, lawyer, researcher, etc.)",White Collar,2019,From 12 millions to 14.99 millions VND
800472,Hà Nội,6.0,36.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Male,35 - 39 y.o.,Officer - Staff level,White Collar,2019,From 9 millions to 11.99 millions VND
800853,Hà Nội,5.0,28.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Female,25 - 29 y.o.,Officer - Staff level,White Collar,2019,From 7.5 millions to 8.99 millions VND
802896,Hải Phòng,5.0,18.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Male,16 - 19 y.o.,Pupil / Student,None Working,2019,Under 3 millions VND
806122,Hải Phòng,5.0,24.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Male,20 - 24 y.o.,Pupil / Student,None Working,2019,Under 3 millions VND
807765,Hải Phòng,5.0,30.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Female,30 - 34 y.o.,Freelance,Self Employed - Small Business and Freelance,2019,From 4.5 millions to 6.49 millions VND
811278,Hà Nội,5.0,35.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Female,35 - 39 y.o.,Self Employed  - Company owner (under 10 employees),Self Employed - Company Owner,2019,From 20 millions to 24.99 millions VND
812412,Đà Nẵng,1.0,26.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Male,25 - 29 y.o.,"Skilled Labor (tailor, machinist, carpenter, electrician)",Blue Collar,2019,From 4.5 millions to 6.49 millions VND
812923,Hà Nội,1.0,31.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Male,30 - 34 y.o.,Military / Police,Other Occupations,2019,From 9 millions to 11.99 millions VND
813281,Hà Nội,5.0,37.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Male,35 - 39 y.o.,"Professional (doctor, engineer, architect, nursing staff, lawyer, researcher, etc.)",White Collar,2019,From 15 millions to 19.99 millions VND
813617,Hà Nội,5.0,23.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Female,20 - 24 y.o.,Pupil / Student,None Working,2019,Under 3 millions VND
816452,Hồ Chí Minh,5.0,17.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Male,16 - 19 y.o.,Pupil / Student,None Working,2019,From 3 millions to 4.49 millions VND
819934,Hải Phòng,5.0,30.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Female,30 - 34 y.o.,"Semi-skilled labor (salesperson, waiter, photographer)",Blue Collar,2019,From 4.5 millions to 6.49 millions VND
822980,Hà Nội,6.0,35.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Male,35 - 39 y.o.,Officer - Staff level,White Collar,2019,From 7.5 millions to 8.99 millions VND
825074,Hồ Chí Minh,1.0,47.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Female,45+ y.o.,"Semi-skilled labor (salesperson, waiter, photographer)",Blue Collar,2019,From 4.5 millions to 6.49 millions VND
825665,Đà Nẵng,5.0,28.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Female,25 - 29 y.o.,Officer - Staff level,White Collar,2019,From 6.5 millions to 7.49 millions VND
827650,Hải Phòng,7.0,16.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Male,16 - 19 y.o.,Pupil / Student,None Working,2019,Under 3 millions VND
827845,Đà Nẵng,5.0,23.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Female,20 - 24 y.o.,Pupil / Student,None Working,2019,From 3 millions to 4.49 millions VND
828036,Đà Nẵng,1.0,34.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Male,30 - 34 y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2019,From 4.5 millions to 6.49 millions VND
831898,Hồ Chí Minh,5.0,21.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Male,20 - 24 y.o.,Freelance,Self Employed - Small Business and Freelance,2019,From 9 millions to 11.99 millions VND
841277,Hồ Chí Minh,5.0,21.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Male,20 - 24 y.o.,Pupil / Student,None Working,2019,From 4.5 millions to 6.49 millions VND
841669,Hồ Chí Minh,1.0,39.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Male,35 - 39 y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2019,From 7.5 millions to 8.99 millions VND
850167,Hồ Chí Minh,7.0,27.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Male,25 - 29 y.o.,Officer - Middle Management,White Collar,2019,From 12 millions to 14.99 millions VND
852150,Đà Nẵng,5.0,19.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Female,16 - 19 y.o.,Pupil / Student,None Working,2019,Under 3 millions VND
857383,Hồ Chí Minh,5.0,27.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Male,25 - 29 y.o.,Officer - Middle Management,White Collar,2019,From 12 millions to 14.99 millions VND
344639,Cần Thơ,2.0,25.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Female,25 - 29 y.o.,Lecturer / Teacher,White Collar,2018,From 3 millions to 4.49 millions VND
362165,Hà Nội,2.0,50.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Male,45+ y.o.,Civil servant - Staff level,White Collar,2018,From 20 millions to 24.99 millions VND
366483,Đà Nẵng,2.0,20.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Female,20 - 24 y.o.,Housewife,None Working,2018,Under 3 millions VND
369217,Hải Phòng,2.0,41.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Male,40 - 44 y.o.,Officer - Staff level,White Collar,2018,From 7.5 millions to 8.99 millions VND
370873,Hồ Chí Minh,2.0,34.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Female,30 - 34 y.o.,Officer - Staff level,White Collar,2018,From 6.5 millions to 7.49 millions VND
373375,Đà Nẵng,2.0,26.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Female,25 - 29 y.o.,"Artist (actor/actress, singer, painter, model)",Other Occupations,2018,From 6.5 millions to 7.49 millions VND
381859,Hải Phòng,2.0,19.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Female,16 - 19 y.o.,Pupil / Student,None Working,2018,Under 3 millions VND
383551,Hồ Chí Minh,2.0,24.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Female,20 - 24 y.o.,Broker/ Service provider with no employee,Self Employed - Small Business and Freelance,2018,From 6.5 millions to 7.49 millions VND
384921,Hà Nội,2.0,30.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Female,30 - 34 y.o.,Officer - Staff level,White Collar,2018,From 7.5 millions to 8.99 millions VND
394517,Hải Phòng,2.0,29.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Female,25 - 29 y.o.,Broker/ Service provider with no employee,Self Employed - Small Business and Freelance,2018,From 4.5 millions to 6.49 millions VND
396684,Đà Nẵng,2.0,27.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Male,25 - 29 y.o.,Officer - Staff level,White Collar,2018,From 4.5 millions to 6.49 millions VND
408350,Đà Nẵng,2.0,35.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Female,35 - 39 y.o.,Officer - Staff level,White Collar,2018,From 7.5 millions to 8.99 millions VND
411700,Hà Nội,2.0,41.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Female,40 - 44 y.o.,Broker/ Service provider with no employee,Self Employed - Small Business and Freelance,2018,From 9 millions to 11.99 millions VND
418944,Hải Phòng,2.0,36.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Female,35 - 39 y.o.,Officer - Staff level,White Collar,2018,From 4.5 millions to 6.49 millions VND
431620,Hà Nội,2.0,31.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Female,30 - 34 y.o.,Broker/ Service provider with no employee,Self Employed - Small Business and Freelance,2018,From 9 millions to 11.99 millions VND
434072,Nha Trang,2.0,21.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Female,20 - 24 y.o.,Pupil / Student,None Working,2018,From 4.5 millions to 6.49 millions VND
437251,Hà Nội,2.0,35.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Female,35 - 39 y.o.,Officer - Staff level,White Collar,2018,From 4.5 millions to 6.49 millions VND
439069,Hà Nội,2.0,32.0,Highlands Coffee,Highlands Coffee,Unknown,Highlands Coffee,Male,30 - 34 y.o.,Officer - Staff level,White Collar,2018,From 7.5 millions to 8.99 millions VND
